Datetime,Open,High,Low,Close,Volume
2021-07-03T08:00:00.000+0000,29113.0,29332.0,29024.0,29214.0,84.14071658
2021-07-03T10:00:00.000+0000,29224.0,29265.0,29035.0,29162.0,52.91983492
2021-07-03T12:00:00.000+0000,29157.0,29336.0,29056.0,29242.0,24.78471027
2021-07-03T14:00:00.000+0000,29250.0,29300.0,29105.0,29179.0,21.22680461
2021-07-03T16:00:00.000+0000,29174.0,29435.0,29069.0,29318.0,44.27073656
2021-07-03T18:00:00.000+0000,29316.0,29323.0,29162.0,29283.0,23.69405415
2021-07-03T20:00:00.000+0000,29276.0,29411.0,29114.0,29114.0,28.17224524
2021-07-03T22:00:00.000+0000,29154.0,29235.0,28878.0,29209.0,48.13036141
2021-07-04T00:00:00.000+0000,29207.0,29250.0,28942.0,29039.0,8.3677308
2021-07-04T02:00:00.000+0000,29001.0,29277.0,28984.0,29202.0,11.34527585
2021-07-04T04:00:00.000+0000,29182.0,29708.0,29173.0,29640.0,38.93805942
2021-07-04T06:00:00.000+0000,29645.0,30066.0,29503.0,29978.0,98.90703306
2021-07-04T08:00:00.000+0000,29978.0,30045.0,29747.0,29848.0,65.2585752
2021-07-04T10:00:00.000+0000,29862.0,29978.0,29823.0,29905.0,36.81051908
2021-07-04T12:00:00.000+0000,29903.0,29929.0,29634.0,29758.0,56.1457064
2021-07-04T14:00:00.000+0000,29772.0,29915.0,29694.0,29863.0,25.44433586
2021-07-04T16:00:00.000+0000,29881.0,30028.0,29800.0,29926.0,52.88550648
2021-07-04T18:00:00.000+0000,29926.0,29976.0,29789.0,29950.0,29.69579292
2021-07-04T20:00:00.000+0000,29940.0,30281.0,29844.0,30200.0,56.51415103
2021-07-04T22:00:00.000+0000,30205.0,30205.0,29663.0,29739.0,57.61157873
2021-07-05T00:00:00.000+0000,29734.0,29734.0,29078.0,29138.0,36.57093192
2021-07-05T02:00:00.000+0000,29146.0,29216.0,28900.0,29008.0,32.84987887
