Datetime,Open,High,Low,Close,Volume
2020-08-23T00:00:00.000+0000,51.316,52.357,49.4,51.588,2767.9585548
2020-08-24T00:00:00.000+0000,51.071,53.463,51.0,52.959,3224.82916614
2020-08-25T00:00:00.000+0000,52.83,52.83,48.05,49.537,5672.21745196
2020-08-26T00:00:00.000+0000,49.174,50.074,48.43,49.24,2670.30237096
2020-08-27T00:00:00.000+0000,49.464,49.973,46.076,47.5,2529.38724075
2020-08-28T00:00:00.000+0000,47.496,48.984,47.129,48.24,1481.10058145
2020-08-29T00:00:00.000+0000,48.302,48.959,47.98,48.145,3458.69293158
2020-08-30T00:00:00.000+0000,48.229,52.773,48.229,52.723,5274.47754065
2020-08-31T00:00:00.000+0000,52.853,53.45,50.771,51.284,3878.24482512
2020-09-01T00:00:00.000+0000,50.6,53.986,50.247,52.5,3436.77471033
2020-09-02T00:00:00.000+0000,52.9,53.069,46.5,49.22,3959.89397398
2020-09-03T00:00:00.000+0000,49.129,49.51,38.691,40.241,4914.48964962
2020-09-04T00:00:00.000+0000,40.163,44.392,39.6,42.712,4316.20804596
2020-09-05T00:00:00.000+0000,43.29,43.386,38.673,40.17,2789.48425112
2020-09-06T00:00:00.000+0000,40.65,41.575,39.286,40.6,1685.88856449
2020-09-07T00:00:00.000+0000,40.75,41.623,38.417,41.251,2295.33891187
2020-09-08T00:00:00.000+0000,41.412,41.735,39.227,40.273,1601.76881864
2020-09-09T00:00:00.000+0000,40.116,41.4,39.756,40.552,1654.79337306
2020-09-10T00:00:00.000+0000,40.745,41.79,40.742,41.131,1722.07415082
2020-09-11T00:00:00.000+0000,41.3,41.639,40.25,41.391,1698.42159916
2020-09-12T00:00:00.000+0000,41.12,43.275,41.01,42.826,1586.66623927
2020-09-13T00:00:00.000+0000,42.77,42.991,40.107,40.63,1726.65461246
2020-09-14T00:00:00.000+0000,40.47,41.786,40.0,41.337,976.98690487
2020-09-15T00:00:00.000+0000,41.315,42.16,40.708,40.708,2215.44564544
2020-09-16T00:00:00.000+0000,40.5,41.216,40.0,40.72,1234.52372298
2020-09-17T00:00:00.000+0000,40.633,42.0,40.577,41.326,1565.94921555
2020-09-18T00:00:00.000+0000,41.271,41.383,40.21,40.74,1591.20390544
2020-09-19T00:00:00.000+0000,40.9,41.326,40.676,40.946,688.27242645
2020-09-20T00:00:00.000+0000,40.951,40.951,39.117,39.775,2570.36620155
2020-09-21T00:00:00.000+0000,39.69,40.15,35.671,36.724,3827.94597962
2020-09-22T00:00:00.000+0000,36.98,38.217,36.68,37.94,1717.96221356
2020-09-23T00:00:00.000+0000,38.089,38.55,36.432,36.87,2177.45697563
2020-09-24T00:00:00.000+0000,36.622,38.676,36.622,38.466,1156.97274706
2020-09-25T00:00:00.000+0000,38.34,39.974,37.802,39.57,4727.66820168
2020-09-26T00:00:00.000+0000,39.73,40.0,39.065,39.666,695.35527972
2020-09-27T00:00:00.000+0000,39.732,40.032,38.55,39.484,892.05035477
2020-09-28T00:00:00.000+0000,39.761,40.401,38.789,38.79,983.22608395
2020-09-29T00:00:00.000+0000,38.656,39.27,38.359,38.97,1165.53147779
2020-09-30T00:00:00.000+0000,38.819,39.792,38.803,39.55,1164.56632816
2020-10-01T00:00:00.000+0000,39.671,41.326,38.672,39.361,1378.53130653
2020-10-02T00:00:00.000+0000,39.51,40.04,37.2,38.311,1067.40575162
2020-10-03T00:00:00.000+0000,38.273,39.289,38.273,39.087,601.38278204
2020-10-04T00:00:00.000+0000,38.8,40.1,38.8,39.82,684.01043014
2020-10-05T00:00:00.000+0000,39.94,39.94,38.84,39.08,127.84990817
2020-10-06T00:00:00.000+0000,39.321,40.939,38.677,39.139,831.11146618
2020-10-07T00:00:00.000+0000,38.8,39.86,38.5,39.539,408.18214578
2020-10-08T00:00:00.000+0000,39.426,40.321,38.885,40.12,946.257763
2020-10-09T00:00:00.000+0000,39.807,40.741,39.7,40.386,1078.95108501
2020-10-10T00:00:00.000+0000,40.565,42.5,40.451,40.98,3318.33402936
2020-10-11T00:00:00.000+0000,41.257,43.499,38.4,42.729,3658.29981646
2020-10-12T00:00:00.000+0000,42.657,43.57,41.898,42.775,3296.40013653
2020-10-13T00:00:00.000+0000,42.5,42.779,41.718,42.41,1972.12097137
2020-10-14T00:00:00.000+0000,42.605,43.358,42.024,42.509,2166.8108016
2020-10-15T00:00:00.000+0000,42.244,42.846,41.0,42.316,1746.75250735
2020-10-16T00:00:00.000+0000,42.22,42.477,39.25,40.729,1375.65412572
2020-10-17T00:00:00.000+0000,40.261,40.653,39.75,40.039,428.64410845
2020-10-18T00:00:00.000+0000,40.251,40.796,40.231,40.55,452.90970916
2020-10-19T00:00:00.000+0000,40.337,41.097,40.04,40.786,481.18317966
2020-10-20T00:00:00.000+0000,40.791,41.065,39.29,39.551,1069.05387606
2020-10-21T00:00:00.000+0000,39.855,46.271,39.816,44.75,10068.89570083
2020-10-22T00:00:00.000+0000,44.64,47.449,44.63,46.058,8125.04845169
2020-10-23T00:00:00.000+0000,45.957,48.157,45.255,46.674,3023.58044729
2020-10-24T00:00:00.000+0000,46.61,50.309,46.23,49.79,5312.46255567
2020-10-25T00:00:00.000+0000,49.0,50.575,47.79,49.654,3144.6004823
2020-10-26T00:00:00.000+0000,49.328,50.015,46.7,48.205,3183.99401877
2020-10-27T00:00:00.000+0000,48.163,49.993,47.911,49.195,2824.80072389
2020-10-28T00:00:00.000+0000,49.104,51.342,46.709,47.722,3777.34588159
2020-10-29T00:00:00.000+0000,47.481,48.134,45.65,47.038,2478.5779516
2020-10-30T00:00:00.000+0000,46.89,47.67,45.0,46.388,3825.98866764
2020-10-31T00:00:00.000+0000,46.163,48.384,46.08,47.896,1331.65167337
2020-11-01T00:00:00.000+0000,47.75,48.161,46.677,47.675,645.40535795
2020-11-02T00:00:00.000+0000,48.15,48.774,45.71,46.277,1809.57082869
2020-11-03T00:00:00.000+0000,46.097,46.617,44.276,45.865,1530.76341293
2020-11-04T00:00:00.000+0000,46.02,47.04,44.38,46.605,3604.55606741
2020-11-05T00:00:00.000+0000,46.965,50.497,46.649,49.76,5325.74070911
2020-11-06T00:00:00.000+0000,50.027,53.599,49.787,53.319,5271.65320478
2020-11-07T00:00:00.000+0000,53.453,54.367,47.92,49.374,9193.18703154
2020-11-08T00:00:00.000+0000,49.363,52.142,49.22,51.139,2976.16049239
2020-11-09T00:00:00.000+0000,51.184,51.812,48.696,50.049,3982.4319228
2020-11-10T00:00:00.000+0000,50.109,50.35,48.399,49.107,2941.80945924
2020-11-11T00:00:00.000+0000,49.44,51.4,49.44,50.311,4422.98111346
2020-11-12T00:00:00.000+0000,50.349,51.4,49.109,51.4,6088.75781812
2020-11-13T00:00:00.000+0000,51.5,56.472,50.969,55.44,11423.13503421
2020-11-14T00:00:00.000+0000,55.713,55.85,52.316,54.013,5949.89909437
2020-11-15T00:00:00.000+0000,54.03,54.443,51.759,52.82,3547.9224873
2020-11-16T00:00:00.000+0000,52.64,62.885,52.64,62.237,14786.22139508
2020-11-17T00:00:00.000+0000,62.191,64.827,60.279,64.52,12931.24543971
